Produktivmandant                                                                              Line Items Extract                                                                             Time 16:46:26     Date  20.12.2024
Gütersloh         Ledger 0L                                                                                                                                                                  RFBPET00/RHUELITL Page           1

	CoCd	DocumentNo				Type		Pstng Date			Period	Year		Doc. Date	Entry Date		User Name		Reference
	BusA	Itm	PK	SG	Tx		PayT		AccTy	Account			D/C	      Amount in LC		Crcy		      Amount in FC		Crcy	D/C	   LC tax amount	Crcy	      Tax Amount	Crcy	Name 1	City	Short Text

	3800	900011369				RV		05.04.2018			     4	2018		05.04.2018	06.04.2018		SAPBTC_APPL		0082536700
		 12	40						S	6601050			S	            12.69		MXN		             0.64		USD
		 13	50						S	3000127			H	-12.69		MXN		-0.64		USD
		 14	50		A0				S	4000302			H	-1,264.80		MXN		-63.80		USD
		 15	40						S	6601050			S	            12.69		MXN		             0.64		USD
		 16	50						S	3000127			H	-12.69		MXN		-0.64		USD
		 17	50		A0				S	4000302			H	-1,284.63		MXN		-64.80		USD
		 18	40						S	6601050			S	            12.89		MXN		             0.65		USD
		 19	50						S	3000127			H	-12.89		MXN		-0.65		USD
		 20	50		A0				S	4000302			H	-1,284.63		MXN		-64.80		USD
		 21	40						S	6601050			S	            12.89		MXN		             0.65		USD
		 22	50						S	3000127			H	-12.89		MXN		-0.65		USD
		 23	50		A0				S	4000302			H	-837.39		MXN		-42.24		USD
		 24	40						S	6601050			S	             8.33		MXN		             0.42		USD
		 25	50						S	3000127			H	-8.33		MXN		-0.42		USD
		 26	50		A0				S	4000302			H	-28,309.39		MXN		-1,428.00		USD
		 27	40						S	6601050			S	           283.09		MXN		            14.28		USD
		 28	50						S	3000127			H	-283.09		MXN		-14.28		USD
		 29	50		A0				S	4003602			H	-54,874.22		MXN		-2,768.00		USD
		 30	40						S	6601050			S	           548.74		MXN		            27.68		USD
		 31	50						S	3000127			H	-548.74		MXN		-27.68		USD
		 32	50		A0				S	4003602			H	-54,874.22		MXN		-2,768.00		USD
		 33	40						S	6601050			S	           548.74		MXN		            27.68		USD
		 34	50						S	3000127			H	-548.74		MXN		-27.68		USD

	3800	900041172				RV		12.11.2018			    11	2018		12.11.2018	13.11.2018		SAPBTC_APPL		0082735587
		  1	01		A0		R100		D	22090000			S	        11,805.69		MXN		           595.51		USD
		  2	50		A0				S	4001802			H	-6,073.43		MXN		-306.36		USD
		  3	50		A0				S	4001802			H	-3,608.06		MXN		-182.00		USD
		  4	50		A0				S	4001802			H	-849.68		MXN		-42.86		USD
		  5	50		A0				S	4001802			H	-1,274.52		MXN		-64.29		USD

	3800	900041238				RV		12.11.2018			    11	2018		12.11.2018	13.11.2018		SAPBTC_APPL		0082734386
		  1	01		A0		R029		D	29060000			S	       287,804.16		MXN		        14,517.60		USD
		  2	50		A0				S	4000302			H	-1,465.43		MXN		-73.92		USD
		  3	40						S	6601050			S	            14.67		MXN		             0.74		USD
		  4	50						S	3000127			H	-14.67		MXN		-0.74		USD
		  5	50		A0				S	4000102			H	-49,505.74		MXN		-2,497.20		USD
		  6	40						S	6601050			S	           495.02		MXN		            24.97		USD
		  7	50						S	3000127			H	-495.02		MXN		-24.97		USD
		  8	50		A0				S	4000102			H	-55,952.67		MXN		-2,822.40		USD
		  9	40						S	6601050			S	           559.45		MXN		            28.22		USD
		 10	50						S	3000127			H	-559.45		MXN		-28.22		USD
		 11	50		A0				S	4000102			H	-66,737.20		MXN		-3,366.40		USD
		 12	40						S	6601050			S	           667.29		MXN		            33.66		USD
		 13	50						S	3000127			H	-667.29		MXN		-33.66		USD
		 14	50		A0				S	4000302			H	-23,725.96		MXN		-1,196.80		USD
		 15	40						S	6601050			S	           237.30		MXN		            11.97		USD
		 16	50						S	3000127			H	-237.30		MXN		-11.97		USD
		 17	50		A0				S	4000302			H	-1,264.80		MXN		-63.80		USD
		 18	40						S	6601050			S	            12.69		MXN		             0.64		USD
		 19	50						S	3000127			H	-12.69		MXN		-0.64		USD
		 20	50		A0				S	4000302			H	-1,264.80		MXN		-63.80		USD
		 21	40						S	6601050			S	            12.69		MXN		             0.64		USD
		 22	50						S	3000127			H	-12.69		MXN		-0.64		USD
		 23	50		A0				S	4000302			H	-837.39		MXN		-42.24		USD
		 24	40						S	6601050			S	             8.33		MXN		             0.42		USD
		 25	50						S	3000127			H	-8.33		MXN		-0.42		USD
		 26	50		A0				S	4000302			H	-837.39		MXN		-42.24		USD
		 27	40						S	6601050			S	             8.33		MXN		             0.42		USD
		 28	50						S	3000127			H	-8.33		MXN		-0.42		USD
		 29	50		A0				S	4003602			H	-68,592.77		MXN		-3,460.00		USD
		 30	40						S	6601050			S	           685.93		MXN		            34.60		USD
		 31	50						S	3000127			H	-685.93		MXN		-34.60		USD
		 32	50		A0				S	4003602			H	-3,901.46		MXN		-196.80		USD
		 33	40						S	6601050			S	            39.05		MXN		             1.97		USD
		 34	50						S	3000127			H	-39.05		MXN		-1.97		USD
		 35	50		A0				S	4003602			H	-13,718.55		MXN		-692.00		USD
		 36	40						S	6601050			S	           137.19		MXN		             6.92		USD
		 37	50						S	3000127			H	-137.19		MXN		-6.92		USD

	3800	900041421				RV		13.11.2018			    11	2018		13.11.2018	14.11.2018		SAPBTC_APPL		0082731215
		  1	01		A0		R028		D	29140300			S	        14,087.29		MXN		           710.60		USD
		  2	50		A0				S	4000002			H	-14,087.29		MXN		-710.60		USD

	3800	900041444				RV		13.11.2018			    11	2018		13.11.2018	14.11.2018		SAPBTC_APPL		0082735960
		  1	01		A0		R029		D	29060000			S	       273,533.69		MXN		        13,797.76		USD
		  2	50		A0				S	4000302			H	-1,237.05		MXN		-62.40		USD
		  3	40						S	6601050			S	            12.29		MXN		             0.62		USD
		  4	50						S	3000127			H	-12.29		MXN		-0.62		USD
		  5	50		A0				S	4000102			H	-52,400.12		MXN		-2,643.20		USD
		  6	40						S	6601050			S	           523.96		MXN		            26.43		USD
		  7	50						S	3000127			H	-523.96		MXN		-26.43		USD
		  8	50		A0				S	4000102			H	-61,523.35		MXN		-3,103.40		USD
		  9	40						S	6601050			S	           615.15		MXN		            31.03		USD
		 10	50						S	3000127			H	-615.15		MXN		-31.03		USD
		 11	50		A0				S	4000302			H	-1,264.80		MXN		-63.80		USD
		 12	40						S	6601050			S	            12.69		MXN		             0.64		USD
		 13	50						S	3000127			H	-12.69		MXN		-0.64		USD
		 14	50		A0				S	4003602			H	-68,592.77		MXN		-3,460.00		USD
		 15	40						S	6601050			S	           685.93		MXN		            34.60		USD
		 16	50						S	3000127			H	-685.93		MXN		-34.60		USD
		 17	50		A0				S	4003602			H	-3,901.46		MXN		-196.80		USD
		 18	40						S	6601050			S	            39.05		MXN		             1.97		USD
		 19	50						S	3000127			H	-39.05		MXN		-1.97		USD
		 20	50		A0				S	4000302			H	-1,465.43		MXN		-73.92		USD
		 21	40						S	6601050			S	            14.67		MXN		             0.74		USD
		 22	50						S	3000127			H	-14.67		MXN		-0.74		USD
		 23	50		A0				S	4000302			H	-837.39		MXN		-42.24		USD
		 24	40						S	6601050			S	             8.33		MXN		             0.42		USD
		 25	50						S	3000127			H	-8.33		MXN		-0.42		USD
		 26	50		A0				S	4003602			H	-82,311.32		MXN		-4,152.00		USD
		 27	40						S	6601050			S	           823.11		MXN		            41.52		USD
		 28	50						S	3000127			H	-823.11		MXN		-41.52		USD

	3800	900041823				RV		16.11.2018			    11	2018		16.11.2018	17.11.2018		SAPBTC_APPL		0082739471
		  1	01		A0		R029		D	29060000			S	       719,592.22		MXN		        35,277.76		USD
		  2	50		A0				S	4000302			H	-1,272.84		MXN		-62.40		USD
		  3	40						S	6601050			S	            12.65		MXN		             0.62		USD
		  4	50						S	3000127			H	-12.65		MXN		-0.62		USD
		  5	50		A0				S	4003602			H	-70,576.73		MXN		-3,460.00		USD
		  6	40						S	6601050			S	           705.77		MXN		            34.60		USD
		  7	50						S	3000127			H	-705.77		MXN		-34.60		USD
		  8	50		A0				S	4000302			H	-861.61		MXN		-42.24		USD
		  9	40						S	6601050			S	             8.57		MXN		             0.42		USD
		 10	50						S	3000127			H	-8.57		MXN		-0.42		USD
		 11	50		A0				S	4000302			H	-1,507.81		MXN		-73.92		USD
		 12	40						S	6601050			S	            15.09		MXN		             0.74		USD
		 13	50						S	3000127			H	-15.09		MXN		-0.74		USD
		 14	50		A0				S	4000102			H	-407,501.09		MXN		-19,977.60		USD
		 15	40						S	6601050			S	         4,075.09		MXN		           199.78		USD
		 16	50						S	3000127			H	-4,075.09		MXN		-199.78		USD
		 17	50		A0				S	4000102			H	-48,432.77		MXN		-2,374.40		USD
		 18	40						S	6601050			S	           484.25		MXN		            23.74		USD
		 19	50						S	3000127			H	-484.25		MXN		-23.74		USD
		 20	50		A0				S	4000102			H	-61,156.98		MXN		-2,998.20		USD
		 21	40						S	6601050			S	           611.53		MXN		            29.98		USD
		 22	50						S	3000127			H	-611.53		MXN		-29.98		USD
		 23	50		A0				S	4000302			H	-24,412.21		MXN		-1,196.80		USD
		 24	40						S	6601050			S	           244.16		MXN		            11.97		USD
		 25	50						S	3000127			H	-244.16		MXN		-11.97		USD
		 26	50		A0				S	4000302			H	-1,301.39		MXN		-63.80		USD
		 27	40						S	6601050			S	            13.05		MXN		             0.64		USD
		 28	50						S	3000127			H	-13.05		MXN		-0.64		USD
		 29	50		A0				S	4000302			H	-1,321.78		MXN		-64.80		USD
		 30	40						S	6601050			S	            13.26		MXN		             0.65		USD
		 31	50						S	3000127			H	-13.26		MXN		-0.65		USD
		 32	50		A0				S	4000302			H	-1,321.78		MXN		-64.80		USD
		 33	40						S	6601050			S	            13.26		MXN		             0.65		USD
		 34	50						S	3000127			H	-13.26		MXN		-0.65		USD
		 35	50		A0				S	4000302			H	-861.61		MXN		-42.24		USD
		 36	40						S	6601050			S	             8.57		MXN		             0.42		USD
		 37	50						S	3000127			H	-8.57		MXN		-0.42		USD
		 38	50		A0				S	4003602			H	-8,028.61		MXN		-393.60		USD
		 39	40						S	6601050			S	            80.37		MXN		             3.94		USD
		 40	50						S	3000127			H	-80.37		MXN		-3.94		USD
		 41	50		A0				S	4000102			H	-2,015.31		MXN		-98.80		USD
		 42	40						S	6601050			S	            20.19		MXN		             0.99		USD
		 43	50						S	3000127			H	-20.19		MXN		-0.99		USD
		 44	50		A0				S	4000102			H	-3,087.43		MXN		-151.36		USD
		 45	40						S	6601050			S	            30.80		MXN		             1.51		USD
		 46	50						S	3000127			H	-30.80		MXN		-1.51		USD
		 47	50		A0				S	4000102			H	-1,240.19		MXN		-60.80		USD
		 48	40						S	6601050			S	            12.44		MXN		             0.61		USD
		 49	50						S	3000127			H	-12.44		MXN		-0.61		USD
		 50	50		A0				S	4003602			H	-84,692.08		MXN		-4,152.00		USD
		 51	40						S	6601050			S	           846.92		MXN		            41.52		USD
		 52	50						S	3000127			H	-846.92		MXN		-41.52		USD

	3800	900042032				RV		20.11.2018			    11	2018		20.11.2018	21.11.2018		SAPBTC_APPL		0082740604
		  1	01		A0		R029		D	29060000			S	       561,670.03		MXN		        27,618.00		USD
		  2	50		A0				S	4000302			H	-1,269.03		MXN		-62.40		USD
		  3	40						S	6601050			S	            12.61		MXN		             0.62		USD
		  4	50						S	3000127			H	-12.61		MXN		-0.62		USD
		  5	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		  6	40						S	6601050			S	            17.08		MXN		             0.84		USD
		  7	50						S	3000127			H	-17.08		MXN		-0.84		USD
		  8	50		A0				S	4003602			H	-70,366.37		MXN		-3,460.00		USD
		  9	40						S	6601050			S	           703.66		MXN		            34.60		USD
		 10	50						S	3000127			H	-703.66		MXN		-34.60		USD
		 11	50		A0				S	4000102			H	-1,993.04		MXN		-98.00		USD
		 12	40						S	6601050			S	            19.93		MXN		             0.98		USD
		 13	50						S	3000127			H	-19.93		MXN		-0.98		USD
		 14	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 15	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 16	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 17	50		A0				S	4000302			H	-3,006.64		MXN		-147.84		USD
		 18	40						S	6601050			S	            30.10		MXN		             1.48		USD
		 19	50						S	3000127			H	-30.10		MXN		-1.48		USD
		 20	50		A0				S	4000302			H	-1,554.57		MXN		-76.44		USD
		 21	40						S	6601050			S	            15.46		MXN		             0.76		USD
		 22	50						S	3000127			H	-15.46		MXN		-0.76		USD
		 23	50		A0				S	4000302			H	-1,503.32		MXN		-73.92		USD
		 24	40						S	6601050			S	            15.05		MXN		             0.74		USD
		 25	50						S	3000127			H	-15.05		MXN		-0.74		USD
		 26	50		A0				S	4000102			H	-152,357.42		MXN		-7,491.60		USD
		 27	40						S	6601050			S	         1,523.66		MXN		            74.92		USD
		 28	50						S	3000127			H	-1,523.66		MXN		-74.92		USD
		 29	50		A0				S	4000102			H	-50,785.81		MXN		-2,497.20		USD
		 30	40						S	6601050			S	           507.82		MXN		            24.97		USD
		 31	50						S	3000127			H	-507.82		MXN		-24.97		USD
		 32	50		A0				S	4000102			H	-56,488.33		MXN		-2,777.60		USD
		 33	40						S	6601050			S	           564.96		MXN		            27.78		USD
		 34	50						S	3000127			H	-564.96		MXN		-27.78		USD
		 35	50		A0				S	4000102			H	-65,253.62		MXN		-3,208.60		USD
		 36	40						S	6601050			S	           652.62		MXN		            32.09		USD
		 37	50						S	3000127			H	-652.62		MXN		-32.09		USD
		 38	50		A0				S	4000102			H	-1,155.15		MXN		-56.80		USD
		 39	40						S	6601050			S	            11.59		MXN		             0.57		USD
		 40	50						S	3000127			H	-11.59		MXN		-0.57		USD
		 41	50		A0				S	4000302			H	-73,018.32		MXN		-3,590.40		USD
		 42	40						S	6601050			S	           730.10		MXN		            35.90		USD
		 43	50						S	3000127			H	-730.10		MXN		-35.90		USD
		 44	50		A0				S	4000302			H	-5,190.03		MXN		-255.20		USD
		 45	40						S	6601050			S	            51.86		MXN		             2.55		USD
		 46	50						S	3000127			H	-51.86		MXN		-2.55		USD
		 47	50		A0				S	4000302			H	-2,595.01		MXN		-127.60		USD
		 48	40						S	6601050			S	            26.03		MXN		             1.28		USD
		 49	50						S	3000127			H	-26.03		MXN		-1.28		USD
		 50	50		A0				S	4000302			H	-3,953.53		MXN		-194.40		USD
		 51	40						S	6601050			S	            39.45		MXN		             1.94		USD
		 52	50						S	3000127			H	-39.45		MXN		-1.94		USD
		 53	50		A0				S	4000302			H	-3,953.53		MXN		-194.40		USD
		 54	40						S	6601050			S	            39.45		MXN		             1.94		USD
		 55	50						S	3000127			H	-39.45		MXN		-1.94		USD
		 56	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 57	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 58	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 59	50		A0				S	4000302			H	-888.32		MXN		-43.68		USD
		 60	40						S	6601050			S	             8.95		MXN		             0.44		USD
		 61	50						S	3000127			H	-8.95		MXN		-0.44		USD
		 62	50		A0				S	4000302			H	-888.32		MXN		-43.68		USD
		 63	40						S	6601050			S	             8.95		MXN		             0.44		USD
		 64	50						S	3000127			H	-8.95		MXN		-0.44		USD
		 65	50		A0				S	4003602			H	-56,293.09		MXN		-2,768.00		USD
		 66	40						S	6601050			S	           562.93		MXN		            27.68		USD
		 67	50						S	3000127			H	-562.93		MXN		-27.68		USD
		 68	50		A0				S	4003602			H	-4,002.34		MXN		-196.80		USD
		 69	40						S	6601050			S	            40.06		MXN		             1.97		USD
		 70	50						S	3000127			H	-40.06		MXN		-1.97		USD

	3800	900042182				RV		21.11.2018			    11	2018		21.11.2018	22.11.2018		SAPBTC_APPL		0082744080
		  1	01		A0		R008		D	30026400			S	         2,275.31		MXN		           111.88		USD
		  2	50		A0				S	4001802			H	-209.67		MXN		-10.31		USD
		  3	50		A0				S	4001802			H	-209.68		MXN		-10.31		USD
		  4	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		  5	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		  6	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		  7	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		  8	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		  9	50		A0				S	4001802			H	-199.71		MXN		-9.82		USD
		 10	50		A0				S	4001802			H	-328.85		MXN		-16.17		USD
		 11	50		A0				S	4001802			H	-328.85		MXN		-16.17		USD

	3800	900042185				RV		21.11.2018			    11	2018		21.11.2018	22.11.2018		SAPBTC_APPL		0082743115
		  1	01		A0		R029		D	29060000			S	        61,987.48		MXN		         3,048.00		USD
		  2	50		A0				S	4001402			H	-27,879.72		MXN		-1,370.88		USD
		  3	40						S	6601050			S	           278.82		MXN		            13.71		USD
		  4	50						S	3000127			H	-278.82		MXN		-13.71		USD
		  5	50		A0				S	4000102			H	-34,107.76		MXN		-1,677.12		USD
		  6	40						S	6601050			S	           341.05		MXN		            16.77		USD
		  7	50						S	3000127			H	-341.05		MXN		-16.77		USD

	3800	900042186				RV		21.11.2018			    11	2018		21.11.2018	22.11.2018		SAPBTC_APPL		0082743111
		  1	01		A0		R029		D	29060000			S	       467,478.34		MXN		        22,986.48		USD
		  2	50		A0				S	4000102			H	-50,785.79		MXN		-2,497.20		USD
		  3	40						S	6601050			S	           507.82		MXN		            24.97		USD
		  4	50						S	3000127			H	-507.82		MXN		-24.97		USD
		  5	50		A0				S	4000102			H	-63,114.16		MXN		-3,103.40		USD
		  6	40						S	6601050			S	           631.06		MXN		            31.03		USD
		  7	50						S	3000127			H	-631.06		MXN		-31.03		USD
		  8	50		A0				S	4000302			H	-3,953.53		MXN		-194.40		USD
		  9	40						S	6601050			S	            39.45		MXN		             1.94		USD
		 10	50						S	3000127			H	-39.45		MXN		-1.94		USD
		 11	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 12	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 13	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 14	50		A0				S	4000302			H	-1,269.04		MXN		-62.40		USD
		 15	40						S	6601050			S	            12.61		MXN		             0.62		USD
		 16	50						S	3000127			H	-12.61		MXN		-0.62		USD
		 17	50		A0				S	4000102			H	-1,993.04		MXN		-98.00		USD
		 18	40						S	6601050			S	            19.93		MXN		             0.98		USD
		 19	50						S	3000127			H	-19.93		MXN		-0.98		USD
		 20	50		A0				S	4000302			H	-1,503.32		MXN		-73.92		USD
		 21	40						S	6601050			S	            15.05		MXN		             0.74		USD
		 22	50						S	3000127			H	-15.05		MXN		-0.74		USD
		 23	50		A0				S	4000302			H	-1,554.57		MXN		-76.44		USD
		 24	40						S	6601050			S	            15.46		MXN		             0.76		USD
		 25	50						S	3000127			H	-15.46		MXN		-0.76		USD
		 26	50		A0				S	4000102			H	-49,199.51		MXN		-2,419.20		USD
		 27	40						S	6601050			S	           491.95		MXN		            24.19		USD
		 28	50						S	3000127			H	-491.95		MXN		-24.19		USD
		 29	50		A0				S	4000102			H	-2,310.29		MXN		-113.60		USD
		 30	40						S	6601050			S	            23.18		MXN		             1.14		USD
		 31	50						S	3000127			H	-23.18		MXN		-1.14		USD
		 32	50		A0				S	4000302			H	-97,357.77		MXN		-4,787.20		USD
		 33	40						S	6601050			S	           973.54		MXN		            47.87		USD
		 34	50						S	3000127			H	-973.54		MXN		-47.87		USD
		 35	50		A0				S	4000302			H	-3,892.52		MXN		-191.40		USD
		 36	40						S	6601050			S	            38.84		MXN		             1.91		USD
		 37	50						S	3000127			H	-38.84		MXN		-1.91		USD
		 38	50		A0				S	4000302			H	-3,892.52		MXN		-191.40		USD
		 39	40						S	6601050			S	            38.84		MXN		             1.91		USD
		 40	50						S	3000127			H	-38.84		MXN		-1.91		USD
		 41	50		A0				S	4000302			H	-5,271.38		MXN		-259.20		USD
		 42	40						S	6601050			S	            52.67		MXN		             2.59		USD
		 43	50						S	3000127			H	-52.67		MXN		-2.59		USD
		 44	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 45	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 46	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 47	50		A0				S	4000302			H	-888.32		MXN		-43.68		USD
		 48	40						S	6601050			S	             8.95		MXN		             0.44		USD
		 49	50						S	3000127			H	-8.95		MXN		-0.44		USD
		 50	50		A0				S	4000302			H	-29,041.38		MXN		-1,428.00		USD
		 51	40						S	6601050			S	           290.41		MXN		            14.28		USD
		 52	50						S	3000127			H	-290.41		MXN		-14.28		USD
		 53	50		A0				S	4000302			H	-1,503.32		MXN		-73.92		USD
		 54	40						S	6601050			S	            15.05		MXN		             0.74		USD
		 55	50						S	3000127			H	-15.05		MXN		-0.74		USD
		 56	50		A0				S	4003602			H	-140,732.73		MXN		-6,920.00		USD
		 57	40						S	6601050			S	         1,407.33		MXN		            69.20		USD
		 58	50						S	3000127			H	-1,407.33		MXN		-69.20		USD
		 59	50		A0				S	4003602			H	-4,002.34		MXN		-196.80		USD
		 60	40						S	6601050			S	            40.06		MXN		             1.97		USD
		 61	50						S	3000127			H	-40.06		MXN		-1.97		USD
		 62	50		A0				S	4000302			H	-1,776.65		MXN		-87.36		USD
		 63	40						S	6601050			S	            17.69		MXN		             0.87		USD
		 64	50						S	3000127			H	-17.69		MXN		-0.87		USD

	3800	900042395				RV		26.11.2018			    11	2018		26.11.2018	23.11.2018		SAPBTC_APPL		200092
		  1	01		A0		R046		D	21000600			S	           630.45		MXN		            31.00		USD
		  2	50		A0				S	4001402			H	-630.45		MXN		-31.00		USD
		  3	40						S	6601050			S	             6.30		MXN		             0.31		USD
		  4	50						S	3000127			H	-6.30		MXN		-0.31		USD

	3800	900042481				RV		23.11.2018			    11	2018		23.11.2018	24.11.2018		SAPBTC_APPL		0082745794
		  1	01		A0		R029		D	29060000			S	     1,066,994.90		MXN		        52,465.44		USD
		  2	50		A0				S	4000302			H	-1,503.33		MXN		-73.92		USD
		  3	40						S	6601050			S	            15.05		MXN		             0.74		USD
		  4	50						S	3000127			H	-15.05		MXN		-0.74		USD
		  5	50		A0				S	4000102			H	-406,286.45		MXN		-19,977.60		USD
		  6	40						S	6601050			S	         4,062.95		MXN		           199.78		USD
		  7	50						S	3000127			H	-4,062.95		MXN		-199.78		USD
		  8	50		A0				S	4000102			H	-54,556.30		MXN		-2,682.60		USD
		  9	40						S	6601050			S	           545.64		MXN		            26.83		USD
		 10	50						S	3000127			H	-545.64		MXN		-26.83		USD
		 11	50		A0				S	4000302			H	-2,635.69		MXN		-129.60		USD
		 12	40						S	6601050			S	            26.44		MXN		             1.30		USD
		 13	50						S	3000127			H	-26.44		MXN		-1.30		USD
		 14	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 15	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 16	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 17	50		A0				S	4000102			H	-996.52		MXN		-49.00		USD
		 18	40						S	6601050			S	             9.97		MXN		             0.49		USD
		 19	50						S	3000127			H	-9.97		MXN		-0.49		USD
		 20	50		A0				S	4000302			H	-1,503.32		MXN		-73.92		USD
		 21	40						S	6601050			S	            15.05		MXN		             0.74		USD
		 22	50						S	3000127			H	-15.05		MXN		-0.74		USD
		 23	50		A0				S	4000102			H	-44,644.00		MXN		-2,195.20		USD
		 24	40						S	6601050			S	           446.40		MXN		            21.95		USD
		 25	50						S	3000127			H	-446.40		MXN		-21.95		USD
		 26	50		A0				S	4000102			H	-1,155.15		MXN		-56.80		USD
		 27	40						S	6601050			S	            11.59		MXN		             0.57		USD
		 28	50						S	3000127			H	-11.59		MXN		-0.57		USD
		 29	50		A0				S	4000302			H	-73,018.32		MXN		-3,590.40		USD
		 30	40						S	6601050			S	           730.10		MXN		            35.90		USD
		 31	50						S	3000127			H	-730.10		MXN		-35.90		USD
		 32	50		A0				S	4000302			H	-2,595.01		MXN		-127.60		USD
		 33	40						S	6601050			S	            26.03		MXN		             1.28		USD
		 34	50						S	3000127			H	-26.03		MXN		-1.28		USD
		 35	50		A0				S	4000302			H	-2,595.01		MXN		-127.60		USD
		 36	40						S	6601050			S	            26.03		MXN		             1.28		USD
		 37	50						S	3000127			H	-26.03		MXN		-1.28		USD
		 38	50		A0				S	4000302			H	-2,635.69		MXN		-129.60		USD
		 39	40						S	6601050			S	            26.44		MXN		             1.30		USD
		 40	50						S	3000127			H	-26.44		MXN		-1.30		USD
		 41	50		A0				S	4000302			H	-1,718.08		MXN		-84.48		USD
		 42	40						S	6601050			S	            17.08		MXN		             0.84		USD
		 43	50						S	3000127			H	-17.08		MXN		-0.84		USD
		 44	50		A0				S	4000302			H	-888.32		MXN		-43.68		USD
		 45	40						S	6601050			S	             8.95		MXN		             0.44		USD
		 46	50						S	3000127			H	-8.95		MXN		-0.44		USD
		 47	50		A0				S	4000302			H	-888.32		MXN		-43.68		USD
		 48	40						S	6601050			S	             8.95		MXN		             0.44		USD
		 49	50						S	3000127			H	-8.95		MXN		-0.44		USD
		 50	50		A0				S	4000302			H	-859.04		MXN		-42.24		USD
		 51	40						S	6601050			S	             8.54		MXN		             0.42		USD
		 52	50						S	3000127			H	-8.54		MXN		-0.42		USD
		 53	50		A0				S	4000102			H	-251,696.83		MXN		-12,376.24		USD
		 54	40						S	6601050			S	         2,516.92		MXN		           123.76		USD
		 55	50						S	3000127			H	-2,516.92		MXN		-123.76		USD
		 56	50		A0				S	4003602			H	-211,099.10		MXN		-10,380.00		USD
		 57	40						S	6601050			S	         2,110.99		MXN		           103.80		USD
		 58	50						S	3000127			H	-2,110.99		MXN		-103.80		USD
		 59	50		A0				S	4003602			H	-4,002.34		MXN		-196.80		USD
		 60	40						S	6601050			S	            40.06		MXN		             1.97		USD
		 61	50						S	3000127			H	-40.06		MXN		-1.97		USD

	3800	900042604				RV		25.11.2018			    11	2018		25.11.2018	27.11.2018		SAPBTC_APPL		199096
		  1	01		A0		R046		D	21000600			S	         9,256.29		MXN		           458.18		USD
		  2	50		A0				S	4001402			H	-9,256.29		MXN		-458.18		USD
		  3	40						S	6601050			S	            92.53		MXN		             4.58		USD
		  4	50						S	3000127			H	-92.53		MXN		-4.58		USD

	3800	900043205				RV		29.11.2018			    11	2018		29.11.2018	30.11.2018		SAPBTC_APPL		0082750881
		  1	01		A0		R029		D	29060000			S	       650,173.13		MXN		        31,668.80		USD
		  2	50		A0				S	4000302			H	-1,281.09		MXN		-62.40		USD
		  3	40						S	6601050			S	            12.73		MXN		             0.62		USD
		  4	50						S	3000127			H	-12.73		MXN		-0.62		USD
		  5	50		A0				S	4000102			H	-1,005.99		MXN		-49.00		USD
		  6	40						S	6601050			S	            10.06		MXN		             0.49		USD
		  7	50						S	3000127			H	-10.06		MXN		-0.49		USD
		  8	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		  9	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 10	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 11	50		A0				S	4000302			H	-1,517.61		MXN		-73.92		USD
		 12	40						S	6601050			S	            15.19		MXN		             0.74		USD
		 13	50						S	3000127			H	-15.19		MXN		-0.74		USD
		 14	50		A0				S	4000102			H	-59,784.52		MXN		-2,912.00		USD
		 15	40						S	6601050			S	           597.85		MXN		            29.12		USD
		 16	50						S	3000127			H	-597.85		MXN		-29.12		USD
		 17	50		A0				S	4000102			H	-70,193.44		MXN		-3,419.00		USD
		 18	40						S	6601050			S	           701.93		MXN		            34.19		USD
		 19	50						S	3000127			H	-701.93		MXN		-34.19		USD
		 20	50		A0				S	4000102			H	-1,166.13		MXN		-56.80		USD
		 21	40						S	6601050			S	            11.70		MXN		             0.57		USD
		 22	50						S	3000127			H	-11.70		MXN		-0.57		USD
		 23	50		A0				S	4000302			H	-98,283.13		MXN		-4,787.20		USD
